병원명,업무구분1,업무구분2,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,홈페이지
한림대학교동탄성심병원,지역응급의료센터,종합병원,031-8086-3000,경기도 화성시 큰재봉길 7 (석우동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~11:30,-,-,http://dongtan.hallym.or.kr/
의료법인영동의료재단의정부백병원,지역응급의료기관,종합병원,031-856-8111,경기도 의정부시 금신로 322 (신곡동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
강남병원,지역응급의료센터,종합병원,031-300-0114,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.knmc.or.kr
의료법인백송의료재단굿모닝병원,지역응급의료센터,종합병원,031-5182-7700,경기도 평택시 중앙로 338 (합정동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
경기도의료원파주병원,지역응급의료센터,종합병원,031-940-9100,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
근로복지공단안산병원,지역응급의료기관,종합병원,031-500-1114,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.kcomwel.or.kr/hospital/ansan/
경기도의료원이천병원,지역응급의료센터,종합병원,031-630-4200,경기도 이천시 경충대로 2742 (관고동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
동두천중앙성모병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-863-0550,경기도 동두천시 동광로 53 (생연동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~14:30,00:00~24:00,00:00~24:00,http://www.djsh.co.kr/
오산한국병원,지역응급의료센터,종합병원,031-379-8300,경기도 오산시 밀머리로1번길 16 (원동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.oshankook.net/
성남중앙병원,지역응급의료기관,종합병원,031-743-3000,경기도 성남시 중원구 산성대로476번길 12 (금광동),08:45~17:00,08:45~17:00,08:45~17:00,08:45~17:00,08:45~17:00,08:45~12:30,-,-,http://www.schosp.co.kr
남양주한양병원,지역응급의료센터,종합병원,031-510-0114,경기도 남양주시 오남읍 양지로 47-55,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-,-
인산의료재단메트로병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,031-467-9000,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-,-
바른병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-630-0300,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,-
의료법인명인의료재단화홍병원,지역응급의료기관,병원,031-278-0119,경기도 수원시 권선구 호매실로90번길 98 (호매실동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인녹산의료재단동수원병원,지역응급의료센터,종합병원,031-210-0114,경기도 수원시 팔달구 중부대로 165 (우만동),08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~12:00,-,-,-
에이치제이매그놀리아국제병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-589-4300,경기도 가평군 설악면 미사리로 267-177,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-,http://www.csmc.or.kr
고려대학교의과대학부속안산병원,지역응급의료센터,상급종합병원,031-412-5653,경기도 안산시 단원구 적금로 123 (고잔동),09:30~16:30,09:30~16:30,09:30~16:30,09:30~16:30,08:30~17:30,09:30~12:00,-,-,http://ansan.kumc.or.kr/main/index.do
온누리병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-412-2200,경기도 안산시 단원구 선부로 201 (선부동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,00:00~24:00,00:00~24:00,-
동국대학교일산불교병원,지역응급의료센터,종합병원,031-1577-7000,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~13:00,-,-,http://www.dumc.or.kr/isom
부천세종병원,지역응급의료센터,종합병원,032-340-1114,"경기도 부천시 호현로489번길 28 (소사본동, 세종병원)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.sejongh.co.kr
수원중앙병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-229-9777,경기도 수원시 권선구 권선로 654 (권선동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.cheongpa.or.kr
의료법인우리의료재단김포우리병원,지역응급의료센터,종합병원,031-999-1000,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,http://www.gwhospital.co.kr/
조은오산병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,1544-5355,경기도 오산시 오산로 307 (오산동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
연세대학교의과대학용인세브란스병원,지역응급의료센터,종합병원,1899-1004,경기도 용인시 기흥구 동백죽전대로 363 (중동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,09:00~12:00,-,-,-
연천군보건의료원,지역응급의료기관,보건의료원,031-839-4001,경기도 연천군 전곡읍 은대성로 95 (전곡읍),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,-,-,-,http://health.iyc21.net
세종여주병원,지역응급의료기관,병원,031-880-7700,"경기도 여주시 청심로 39, 세종여주병원 (하동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
남양주나눔병원,지역응급의료기관,종합병원,031-570-1000,경기도 남양주시 오남읍 진건오남로797번길 9 (오남읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
참조은병원,지역응급의료센터,종합병원,1600-9955,경기도 광주시 광주대로 45 (경안동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,08:30~12:30,-,-,-
의료법인인봉의료재단뉴고려병원,지역응급의료센터,종합병원,031-998-8129,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,http://www.nkhospital.net
의료법인칠석의료재단사랑의병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-439-3000,"경기도 안산시 상록구 예술광장로 69, 사랑의병원 (성포동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,http://sarangmc.co.kr
의료법인은혜와감사의료재단화성중앙종합병원,지역응급의료기관,종합병원,031-352-8114,경기도 화성시 향남읍 발안로 5 (향남읍),09:00~18:00,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,-
연세새로운병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-885-7582,경기도 여주시 영릉로 22 (창동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,12:30~24:00,00:00~24:00,00:00~24:00,-
아가페의료재단시티병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-340-0114,경기도 의왕시 오전천로 29 (오전동),09:00~18:00,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,-
의료법인일산복음병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-977-5000,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,00:00~24:00,00:00~24:00,http://www.isgh.co.kr
윤서병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-553-6650,경기도 구리시 건원대로 47 (인창동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:30,-,-,-
성심중앙병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-681-1119,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원 (안중읍)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,-
원병원,응급의료기관 외의 의료기관(응급의료시설),병원,031-590-3114,경기도 남양주시 화도읍 경춘로 1943-16 (화도읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
강릉아산병원,권역응급의료센터,상급종합병원,033-610-3114,강원도 강릉시 사천면 방동길 38,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.gnah.co.kr
강원도영월의료원,지역응급의료기관,종합병원,033-370-9101,강원도 영월군 영월읍 중앙1로 59 (영월읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
근로복지공단동해병원,지역응급의료기관,병원,033-530-3100,강원도 동해시 하평로 11 (평릉동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
의료법인 동해동인병원,지역응급의료기관,종합병원,033-530-0119,강원도 동해시 하평로 26 (평릉동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,-
화천군보건의료원,지역응급의료기관,보건의료원,033-442-7115,강원도 화천군 화천읍 강변로 111 (화천군보건의료원),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
근로복지공단정선병원,지역응급의료기관,병원,033-560-7100,강원도 정선군 정선읍 봉양1길 145,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
강원대학교병원,지역응급의료센터,종합병원,033-258-2000,강원도 춘천시 백령로 156 (효자동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,http://www.knuh.or.kr/main/main.asp
홍천아산병원,지역응급의료기관,종합병원,033-430-5151,강원도 홍천군 홍천읍 산림공원1길 17,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.hch.or.kr
의료법인 성심의료재단 양구성심병원,지역응급의료기관,병원,033-480-8803,강원도 양구군 양구읍 중심로 160,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인성지의료재단성지병원,지역응급의료기관,병원,033-760-3101,강원도 원주시 원일로 22 (인동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인강릉동인병원,지역응급의료센터,종합병원,033-651-6161,강원도 강릉시 강릉대로419번길 42 (포남동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,-
강원도속초의료원,지역응급의료센터,종합병원,033-630-6000,강원도 속초시 영랑호반길 3 (영랑동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,http://www.sokchomc.co.kr
철원병원,지역응급의료기관,병원,033-452-5011,강원도 철원군 갈말읍 명성로 208-0 (갈말읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
횡성대성병원,지역응급의료기관,병원,033-343-0901,강원도 횡성군 횡성읍 횡성로 275,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인보광의료재단속초보광병원,지역응급의료기관,종합병원,033-639-8500,강원도 속초시 중앙로 11 (교동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-,-
강원도삼척의료원,지역응급의료센터,종합병원,033-572-1141,강원도 삼척시 오십천로 418 (남양동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
근로복지공단태백병원,지역응급의료기관,종합병원,033-580-3114,강원도 태백시 보드미길 8 (장성동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
한림대학교춘천성심병원,권역응급의료센터,종합병원,033-240-5000,강원도 춘천시 삭주로 77 (교동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
평창군보건의료원,지역응급의료기관,보건의료원,033-332-4000,강원도 평창군 평창읍 노성로 11 (평창읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
연세대학교원주세브란스기독병원,권역응급의료센터,상급종합병원,033-741-0114,강원도 원주시 일산로 20 (일산동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
강원도원주의료원,지역응급의료기관,종합병원,033-761-6911,"강원도 원주시 서원대로 387 (개운동, 지방공사강원도원주의료원)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
의산의료재단강릉고려병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,033-642-1988,강원도 강릉시 옥가로 30 (옥천동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
재)정선의료재단군립병원,응급의료기관 외의 의료기관(응급의료시설),병원,033-592-3121,"강원도 정선군 사북읍 지장천로 727, 재)정선의료재단 군립병원 (사북읍)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
충북대학교병원,권역응급의료센터,상급종합병원,043-269-6114,충청북도 청주시 서원구 1순환로 776 (개신동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-,http://www.cbnuh.or.kr/business/main.action
충청북도청주의료원,지역응급의료기관,종합병원,043-279-2300,충청북도 청주시 서원구 흥덕로 48 (사직동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
의료법인한마음의료재단하나병원,지역응급의료기관,종합병원,043-230-6114,충청북도 청주시 흥덕구 2순환로 1262 (가경동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.cjhana.co.kr
의료법인명지의료재단명지병원,지역응급의료기관,종합병원,043-640-8114,"충청북도 제천시 내토로 991 (고암동, 의료법인 명지의료재단 명지병원)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.jcmj.co.kr/top/bbs/board.php?bo_table=a01
건국대학교충주병원,지역응급의료센터,종합병원,043-840-8593,충청북도 충주시 국원대로 82 (교현동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~12:00,-,-,-
의료법인대광의료재단괴산성모병원,지역응급의료기관,병원,043-830-5400,충청북도 괴산군 괴산읍 임꺽정로 116 (괴산읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인인화재단한국병원,지역응급의료센터,종합병원,043-222-7000,충청북도 청주시 상당구 단재로 106 (영운동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인정산의료재단효성병원,지역응급의료센터,종합병원,043-221-5000,충청북도 청주시 상당구 쇠내로 16 (금천동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,-
의료법인힐링의료재단옥천성모병원,지역응급의료기관,종합병원,043-730-7000,충청북도 옥천군 옥천읍 성왕로 1195 (옥천읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
의료법인태성의료재단금왕태성병원,지역응급의료기관,병원,043-883-8800,충청북도 음성군 금왕읍 음성로1230번길 10,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인건명의료재단진천성모병원,지역응급의료기관,종합병원,043-533-1711,충청북도 진천군 진천읍 중앙북로 36,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-,-
오창중앙병원,응급의료기관 외의 의료기관(응급의료시설),병원,043-218-0119,충청북도 청주시 청원구 오창읍 중부로 683,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인자산의료재단제천서울병원,지역응급의료센터,종합병원,043-642-7606,충청북도 제천시 숭문로 57 (서부동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
충청북도충주의료원,지역응급의료기관,종합병원,043-871-0114,충청북도 충주시 안림로 239-50 (안림동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인조윤의료재단영동병원,지역응급의료기관,병원,043-740-9000,충청북도 영동군 영동읍 대학로 106,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
청주성모병원,지역응급의료센터,종합병원,043-219-8000,충청북도 청주시 청원구 주성로 173-19 (주중동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.ccmc.or.kr
의료법인정민의료재단보은한양병원,응급의료기관 외의 의료기관(응급의료시설),병원,043-544-1500,충청북도 보은군 보은읍 보은로 102,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,-
단양군립노인요양병원,응급의료기관 외의 의료기관(응급의료시설),요양병원,043-423-8845,충청북도 단양군 별곡6길 10 (단양읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
청주현대병원,응급의료기관 외의 의료기관(응급의료시설),병원,043-237-2114,충청북도 청주시 흥덕구 비하로 65 (비하동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
충청남도홍성의료원,지역응급의료센터,종합병원,041-630-6251,충청남도 홍성군 홍성읍 조양로 224,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
충청남도공주의료원,지역응급의료기관,종합병원,041-962-1111,충청남도 공주시 무령로 77 (웅진동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
충청남도서산의료원,지역응급의료센터,종합병원,041-689-7000,충청남도 서산시 중앙로 149 (석림동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
학교법인건양교육재단건양대학교부여병원,지역응급의료기관,병원,041-837-1200,충청남도 부여군 부여읍 계백로 200,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
단국대학교의과대학부속병원,권역응급의료센터,상급종합병원,041-550-7114,"충청남도 천안시 동남구 망향로 201 (안서동, 단국대학교의과대학부속병원)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:30,-,-,-
의료법인예당의료재단예산종합병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,041-330-4000,충청남도 예산군 예산읍 금오대로 94,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-,-
예산명지병원,응급의료기관 외의 의료기관(응급의료시설),병원,041-335-2255,충청남도 예산군 예산읍 신례원로 26,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
재단법인아산사회복지재단보령아산병원,지역응급의료기관,종합병원,041-930-5114,충청남도 보령시 죽성로 136 (죽정동),08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~17:30,08:30~17:30,08:30~17:30,-
의료법인서해병원,지역응급의료기관,병원,041-951-8282,충청남도 서천군 서천읍 서천로 184 (서천읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-,-
의료법인영서의료재단천안충무병원,지역응급의료센터,종합병원,041-570-7555,충청남도 천안시 서북구 다가말3길 8 (쌍용동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
의료법인백제병원,지역응급의료센터,종합병원,041-733-2191,충청남도 논산시 시민로294번길 14 (취암동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
새금산병원,응급의료기관 외의 의료기관(응급의료시설),병원,041-754-8272,충청남도 금산군 금산읍 비단로 183 (금산읍),09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,-
아산충무병원,지역응급의료센터,종합병원,041-536-6666,충청남도 아산시 문화로 381 (모종동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
당진종합병원,지역응급의료센터,종합병원,041-357-0100,충청남도 당진시 반촌로 5-15,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
청양군보건의료원,지역응급의료기관,보건의료원,041-942-3401,충청남도 청양군 청양읍 칠갑산로7길 54,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
학교법인동은학원순천향대학교부속천안병원,지역응급의료센터,상급종합병원,041-570-2114,충청남도 천안시 동남구 순천향6길 31 (봉명동),08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-,-
서산중앙병원,지역응급의료기관,종합병원,041-661-1000,충청남도 서산시 수석산업로 5 (수석동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.isjh.co.kr
현대병원,응급의료기관 외의 의료기관(응급의료시설),병원,041-546-3636,충청남도 아산시 시민로 388 (온천동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~14:30,-,-,-
태안군보건의료원,지역응급의료기관,보건의료원,041-671-5315,충청남도 태안군 태안읍 서해로 1952-16 (태안읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,http://www.mail.naver.com/
무주군보건의료원,지역응급의료기관,보건의료원,063-320-8314,"전라북도 무주군 무주읍 한풍루로 413, 무주군보건의료원",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,http://health.muju.go.kr/index.sko
진안군의료원,지역응급의료기관,병원,063-430-7000,전라북도 진안군 진안읍 진무로 1145,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
김제우석병원,지역응급의료기관,병원,063-540-5114,"전라북도 김제시 서암4길 45, (서암동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:30~12:30,-,-,-
부안성모병원,지역응급의료기관,종합병원,063-581-5100,전라북도 부안군 부안읍 오정2길 24 (부안읍),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
의료법인오성의료재단동군산병원,지역응급의료센터,종합병원,063-440-0570,전라북도 군산시 조촌로 149 (조촌동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
대자인병원,지역응급의료센터,종합병원,063-240-2000,전라북도 전주시 덕진구 견훤로 390 (우아동3가),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-
의료법인영경의료재단전주병원,지역응급의료센터,종합병원,063-220-7200,"전라북도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.jjhospital.co.kr/
재단법인예수병원유지재단예수병원,지역응급의료센터,종합병원,063-230-8114,"전라북도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:30,-,-,http://www.jesushospital.com
원광대학교병원,권역응급의료센터,상급종합병원,063-859-1114,전라북도 익산시 무왕로 895 (신동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-,http://www.wkuh.org/
전북대학교병원,권역응급의료센터,상급종합병원,063-250-1114,전라북도 전주시 덕진구 건지로 20 (금암동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,http://www.cuh.co.kr/
의료법인대산의료재단익산병원,지역응급의료센터,종합병원,063-840-9114,전라북도 익산시 무왕로 969 (신동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
의료법인영경의료재단호성전주병원,지역응급의료기관,병원,063-240-8800,전라북도 전주시 덕진구 동부대로 895 (호성동1가),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
장수군보건의료원,지역응급의료기관,보건의료원,063-351-8000,전라북도 장수군 장수읍 장천로 247,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,http://office.jangsu.go.kr/board/list.sko?boardId=office_notice12&menuCd=ND12001000000&contentsSid=222115
재단법인아산사회복지재단정읍아산병원,지역응급의료센터,종합병원,063-530-6000,전라북도 정읍시 충정로 606-22 (용계동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,-,-,-,-
순창군보건의료원,지역응급의료기관,보건의료원,063-650-5322,전라북도 순창군 순창읍 교성로 135 (순창군보건의료원),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,http://health.sunchang.go.kr
전라북도남원의료원,지역응급의료센터,종합병원,063-620-1114,"전라북도 남원시 충정로 365 (고죽동,(고죽동))",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인석천재단고창병원,지역응급의료기관,종합병원,063-560-5600,전라북도 고창군 고창읍 화신1길 9 (고창읍),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:30,-,08:00~17:00,http://www.gchospital.net/main.php
임실군보건의료원,지역응급의료기관,보건의료원,063-640-3102,전라북도 임실군 임실읍 호국로 1680 (임실읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,http://bogun.imsil.go.kr
전주고려병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,063-240-7300,전라북도 전주시 덕진구 안덕원로 367,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://www.jkhospital.co.kr/
