title,category,introduce,place,place_detail,phone_num,open_time,image_link
육대장 파주금촌점,"찌개,전골",,경기 파주시 금촌동,경기 파주시 시청로 4,031-949-8889,매일: 08:30 ~ 22:00영업시작 08:40~영업마감 21:50,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190114_88%2F1547472908702IQgWC_JPEG%2FZi-23EmOiE_f-Ry_11hNg9MN.jpg
삼다화로구이,한식,,경기 파주시 조리읍 봉일천리,경기 파주시 조리읍 통일로 342,031-946-8119,매일: 10:00 ~ 23:00명절당일 휴무,
샤브20 향남점,샤브샤브,"샤브20은 맛있고 건겅하기 위해 노력합니다. 샤브20은 진정으로 건강한 한끼를 위해 그저 좋은 음식이 아닌 환경과 자연의 힘이 깃든 음식만을 고집하겠습니다. 샤브20의 최고급 소고기는 주문과 동시에 즉석에서 신선한 상태로 썰어 제공합니다.! 엄선된 고기만을 취급하여,한장씩 정성스럽게 자르기에...",경기 화성시 향남읍 하길리,경기 화성시 향남읍 상신하길로 326,031-353-2028,평일: 11:00 ~ 22:00평일: 15:00 ~ 17:00쉬는시간주말: 11:00 ~ 22:00쉬는시간 없음,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191012_121%2F15708586590975SE9z_JPEG%2FBqQvzoApjPRhkBO5MIdhisqy.jpg
나담샤브,샤브샤브,,경기 화성시 향남읍 하길리,경기 화성시 향남읍 상신하길로298번길 7-23,031-354-2972,평일: 11:00 ~ 22:00브레이크타임 15:30~17:00주말: 11:00 ~ 22:00브레이크타임없음공휴일: 11:00 ~ 22:00브레이크타임없음,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190330_24%2F1553936072826YBn5W_JPEG%2Fv-VAHCqo8MaOFwLH39PsVW5r.jpg
정가네숯불갈비,"육류,고기요리","정직으로 말씀하신다는 셰프의 신념으로 신선과 청결이 기본이되어   재방문 하게 되십니다.가족친지 연인 각종모임을 만족시킬  아늑한 실내와 2층 단체석 완비입니다.의왕역, 왕송호수에서 도보 15분 거리에 위치한 부곡체육공원 바로 옆에 위치한 직장 회식, 단체 모임,...",경기 의왕시 월암동,경기 의왕시 부곡공원길 7,031-461-9192,매일: 10:00 ~ 22:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190729_126%2F1564370830200ohYfQ_JPEG%2FQxDAOjkEgLU9cQQsiPBWNtK7.jpg
풍천숯불갈비,"육류,고기요리",,경기 용인시 기흥구 마북동,경기 용인시 기흥구 용구대로2335번길 1,031-282-7792,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190116_59%2F1547641832323ksxe8_JPEG%2F1a6FG5ZzeRhz4VUrLMOFGp6L.jpg
이비가짬뽕 시흥월곶점,중식당,,경기 시흥시 월곶동,경기 시흥시 월동중앙로 64-2,031-312-1253,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190807_256%2F1565143410419ynCDG_JPEG%2FR04IgIPzPTP_99TfeFM6mPLW.jpg
소담촌 안양직영점,샤브샤브,"월남쌈 샤브샤브를 최고로 맛있게 드실수 있는 소담촌입니다.식사후 까페에서 아이스크림, 매실차, 복분자, 무료로 이용(아메리카노 500원)하실수 있으시며 어린이들이 편하게 놀수 있는 놀이방과 어린이 극장이 준비되어있습니다.",경기 안양시 만안구 안양동,경기 안양시 만안구 안양로 316,031-466-3377,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20171020_127%2F15084707836279ybAJ_JPEG%2FYHjFyVAt6mCXfX34J7TUDavL.jpg
명륜진사갈비 민락점,"육류,고기요리",,경기 의정부시 민락동,경기 의정부시 오목로225번길 140,031-852-9278,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180516_177%2F1526457333235jOsEa_JPEG%2Fp6Ly4F-Hev8NiEx2VCOMm7z8.jpg
형제닭갈비,닭갈비,,경기 의정부시 민락동,경기 의정부시 용민로182번길 15,031-851-6446,매일: 11:00 ~ 23:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180127_65%2F15170565978459rmYF_JPEG%2F9rlVrsMomkL0ipH4_kzsZWg9.jpg
코다리밥도둑,한식,,경기 의정부시 용현동,경기 의정부시 용민로 25,031-852-2220,매일: 11:00 ~ 22:00마지막주문 pm 9:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191017_173%2F1571290492386nCMzt_JPEG%2FaUOYspuNHsFgLkADbIp_ncqZ.jpg
쿠우쿠우 김포구래점,"일식,초밥뷔페",,경기 김포시 구래동,경기 김포시 김포한강9로 73,031-981-4433,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190717_42%2F1563326992599vp6zP_JPEG%2FT5WR-HE8Q7EkXj-HwvCH2kIS.jpg
대패예찬,"육류,고기요리",유쾌하고 고기 좋아하는 젊은 사장님이 고기를 먹기위해 가게를 오픈했습니다. 사장님은 못먹지만 여러분들은 오셔서 맛있게 식사하세요. 대패삼겹살과 대패예찬 만의 특제 소스의 예찬볶음밥도 사장님 추천메뉴입니다. 또한 스페인산 흑돼지인 이베리코 꽃목살과 갈빗살을 저렴한 가격에 제공해 드리고 있습니다. 많이많이 찾아와주세요.,경기 고양시 덕양구 행신동,경기 고양시 덕양구 중앙로 442,031-970-2716,매일: 11:30 ~ 24:00재료소진시 조기마감일요일: 14:30 ~ 24:00재료소진시 조기마감월요일: 휴무 ~ ,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181107_129%2F1541523064394SUx5K_JPEG%2FF6cEI9XN0ISeK9SYIC1-R21V.jpg
종가집 본점,소고기구이,"행복한 파티공간  종가집은 기본식사 외 돌잔치, 생신연, 환갑, 칠순, 팔순, 동문회, 동호회, 송년회.. 등등 각종행사 및 모임 예약이 가능합니다.돌잔치와 관련된 모든 부분을 케어, 원활한 돌잔치가 될 수 있도록 최선을 다하고 있습니다.뿐만 아니라 각종 연회, 생신연, 기업행사, 송년모임, 신년모임, 세미나, 동문회, 동호회, 사은회 등등 각종 행사 및 모임도 가능하십니다....",인천 서구 마전동,인천 서구 검단로 505,032-562-0621,매일: 10:00 ~ 22:00명절 당일만 휴일,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190604_50%2F1559619004533mNQ1v_JPEG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD-1.jpg
해가연,"육류,고기요리","안녕하세요. 아웃도어  바베큐 해가연입니다.멀리 자연을 찾아 가고 싶지만 떠나지 못하는 우리들의 바쁜 일상 탈출!!!계양산이 보이고,...",인천 계양구 오류동,인천 계양구 장제로 1420-17,032-544-0888,"평일: 17:30 ~ 22:00월~금주말: 11:30 ~ 23:00토,일,공휴일",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150831_157%2F1441025682458vuKqA_JPEG%2F126380523149816_1.jpg
빕스 계산점,패밀리레스토랑,"VIPS TASTE UP ! 완전히 새로워진 빕스 트렌디함과 전문성이 느껴지는 Steak&Salad Bar의 변화로 빕스에서 경험하는 맛이 차원이 올라갑니다 우드파이어 그릴로 재료속까지 섬세하게 불향이 배어 가장 맛있는 온도와 최상의 풍미로 즐기는 골든 프리미어 스테이크, 시즌의 변화를 가장...",인천 계양구 계산동,인천 계양구 장제로 807,032-547-5997,평일: 12:00 ~ 20:00브레이크타임(15:30~17:30)주말: 12:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190108_248%2F1546909146171z8nKY_JPEG%2F%25C0%25CE%25C3%25B5_%25B0%25E8%25BB%25EA%25C1%25A1_%25C0%25FC%25B0%25E6_2.jpg
키누카누,"일식,초밥뷔페",!!!저희 키누카누는 절대 남은음식을 재활용하지 않습니다. !!!신선함과 청결에 대한 남다른 각오를 가지고 있는 키누카누는 떠다니는 빙산이라는 캐나다 원주민의 언어(키우)와 노로 젓는 작은 배(카누)가 결합되어 탄생한 스시 전문 뷔페 브랜드입니다. * 일부 메뉴는 자재 수급에 따라 재료의 변경이 있을 수 있습니다.,서울 강서구 마곡동,서울 강서구 공항대로 247,02-6421-9876,"평일: 11:30 ~ 17:00브레이크타임 없음 퇴점 기준 런치 적용평일: 17:00 ~ 22:0021:00 라스트 오더, 21:30 마감주말: 11:30 ~ 21:0021:00 라스트 오더, 21:30 마감",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180328_222%2F1522215383202PnAAp_JPEG%2F049.jpg
이촌옥 3rd,한식,,인천 서구 청라동,인천 서구 청라루비로42번길 6-19,032-561-6868,매일: 11:30 ~ 21:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_196%2F1441073047320l9sK3_JPEG%2F166269535726973_0.jpeg
이바돔감자탕 가정점,감자탕,20년 넘게 사랑 받고 있는 대한민국 대표 감자탕 프랜차이즈 이바돔!고객님에게 든든한 한 끼를 대접하기 위해 최선을 다하겠습니다. * 메뉴의 종류 및 가격은 매장에 따라 상이할 수 있습니다.,인천 서구 가정동,인천 서구 청중로478번안길 3,032-567-7777,평일: 11:00 ~ 22:00주말: 11:00 ~ 23:00공휴일: 11:00 ~ 23:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180104_113%2F1515044561573oPuV1_PNG%2FABeWO4pgvDNPtwjr2hI47tns.png
소담촌 역곡직영점,샤브샤브,"월남쌈 샤브샤브를 최고로 맛있게 드실수 있는 소담촌입니다.식사후 까페에서 아이스크림, 매실차, 복분자, 무료로 이용(아메리카노 500원)하실수 있으시며 어린이들이 편하게 놀수 있는 놀이방과 어린이 극장이 준비되어있습니다....",경기 부천시 괴안동,경기 부천시 경인로 511,032-344-8200,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180313_67%2F1520914152408yzl5c_JPEG%2Ff-1Bx3bdSusT_iJRWTgt4phJ.jpg
스시가든 광명본점,일식당,광명 철산상업지구에 위치한 무한리필 회전초밥 스시가든샤브샤브 무한리필 서비스 제공160석의 쾌적한 공간...,경기 광명시 철산동,경기 광명시 철산로 12,02-2686-5550,매일: 11:30 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160827_272%2F1472305234886d2vXa_JPEG%2F176777627052773_13.jpeg
성수닭칼,닭요리,저희 닭칼은 야채육수와 닭뼈를 오랜시간 우려내어 깊고 담백한 깊은 맛으로 직접 뽑은 생면과 함께 정성을 담아 한그릇 한그릇 준비합니다,서울 성동구 성수동2가,서울 성동구 연무장3길 21,02-461-1312,매일: 11:00 ~ 22:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190131_240%2F15489122871005IwTW_JPEG%2FQEF6SyMVfNXpTx5sgE9q4TET.jpg
유가네닭갈비 미사역점,닭갈비,,경기 하남시 망월동,경기 하남시 미사강변동로 127,031-792-6121,"평일: 11:00 ~ 22:00Break time 15:00~17:00, 매주 화요일 휴무주말: 11:00 ~ 22:00Break time 없음공휴일: 11:00 ~ 22:00Break time 없음",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200227_168%2F1582781176918XiVPI_PNG%2FSXlCZCIAbbp8qXO531FhjnsI.png
화로숯불구이,"육류,고기요리",강동구청역 2번출구 앞에 위치한 화로구이는 우리나라 토종 청보리한우(1+ 등급만을 취급)하며 송파구 맛집의 명소로다양한 부위의 토종한우를 원하시는 만큼 드실수 있는 정육점식당입니다. 또한 3년 숙성시킨 시골된장을 사용한 돼지갈비는 화로구이만의 대표 메뉴입니다....,서울 송파구 풍납동,서울 송파구 올림픽로 553,02-488-3737,매일: 00:00 ~ 24:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160203_217%2F1454484744879HXgQu_JPEG%2F176153566242471_15.jpg
연꽃언덕,두부요리,,경기 양평군 양서면 용담리,경기 양평군 양서면 용늪언덕길 57,031-774-4577,평일: 11:00 ~ 21:00라스트오더 20시30분주말: 11:00 ~ 22:00라스트오더21시공휴일: 11:00 ~ 22:00라스트오더21시,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20151229_92%2F1451367762691VVqhA_JPEG%2F167179547260109_2.jpeg
참이맛감자탕 자곡점,감자탕,35년 전통의 감자탕 전문 브랜드로서 엄선된 신선한 재료를 사용하여 매장에서 정성껏 조리하여 고객님들께 제공하여 드리고 있습니다. 전통 감자탕의 맛과 고객 만족 서비스로 최선을 다하겠습니다.,서울 강남구 자곡동,서울 강남구 밤고개로 219,02-445-1400,매일: 11:00 ~ 23:00브레이크 타임 (토/일/공휴일은 제외) 15:00~17:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190902_59%2F1567392137392OLDv3_JPEG%2Fm_RG8mbj1qmxxuD4M8Ec4321.jpg
뜰안채2한정식,한정식,"청계산 자락에 위치한 뜰안채2는 넓은 정원이 있는 세련된 한정식 집입니다. 고객님의 건강을위해 농장에서 직접 재배한 신선한 재료들을 이용해 최고의 맛을 선사하겠습니다. 뜰안채2 한정식에서는 야외결혼식, 돌잔치, 회갑연 등 각종 모임도 가능하니 멋지고 소중한 추억을 만들어 보세요.",경기 의왕시 포일동,경기 의왕시 양지편로 39-18,031-424-7200,매일: 11:30 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170321_27%2F14900628262470OIqs_JPEG%2F186265556068357_0.jpeg
화로구이,돼지고기구이,범계사거리에 위치한 화로구이는 우리나라 토종 청보리한우(1+ 등급만을 취급)하며 안양시 호계동 맛집의 명소로 다양한 부위의 토종한우를 원하시는 만큼 드실수 있는 정육점식당입니다. 또한 3년 숙성시킨 시골된장을 사용한 돼지갈비는 화로구이만의 대표 메뉴입니다....,경기 안양시 동안구 호계동,경기 안양시 동안구 시민대로 136,031-427-7892,매일: 00:00 ~ 24:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150831_270%2F1440995460935X2Vl7_JPEG%2FSUBMIT_1390007421599_18747378.jpg
화덕에 고기 한점,소고기구이,"한우 참 숯불 구이 전문점. 정육점 식당.한우 등심, 갈비, 특수부위판매. 냉면, 육회, 불고기 전골, 한우 산지 직송, 신선한 한우.대지 1000평에 500평 매장, 동시700명 수용 가능. 200석 규모 단체 연회석 완비. 가족 행사, 기업행사, 생일, 회갑연, 각종 모임.",경기 의왕시 포일동,경기 의왕시 백운로 593-3,031-426-1100,매일: 10:30 ~ 22:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fblogfiles.naver.net%2F20141228_228%2Fhisto73_1419771522401G8uuN_JPEG%2FIMG_6760.JPG%23740x493
화로구이,"육류,고기요리",,경기 광주시 역동,경기 광주시 광주대로21번길 3,031-766-5295,매일: 00:00 ~ 24:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fblogfiles.naver.net%2F20160203_124%2Fjmh8785_1454490028539xNtFd_JPEG%2F20160203_130738.jpg%23900x506
조마루감자탕 배곧점,감자탕,365일 24시간 연중무휴 영업합니다. ^^모바일 시루 사용 가능하구요~ ^^,경기 시흥시 정왕동,경기 시흥시 서울대학로278번길 43-13,031-497-3942,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190307_244%2F1551941929430KPmas_JPEG%2FAI28KaTuTIEnMoAoIeWfY5C-.jpg
충칭샤브샤브훠궈,중식당,,경기 안산시 단원구 선부동,경기 안산시 단원구 선부광장1로 38,031-439-6050,매일: 11:00 ~ 24:00연중무휴,
라라코스트 안산중앙점,패밀리레스토랑,"Welcome everybody! 행복한 식사 시간을 선물합니다.라라코스트는 순수 국내 패밀리 레스토랑 프랜차이즈입니다. 모두가 행복하게 식사할 수 있는 공간을 만들고자 즐거운 가격으로 패밀리 레스토랑의 문턱을 낮췄습니다. 남녀노소가 즐기는 다양한 메뉴, 가족 고객을 배려한 놀이방 시설, 음료와 커피의 기본 제공, 기분 좋은 공간을 연출하는...",경기 안산시 단원구 고잔동,경기 안산시 단원구 고잔2길 41,031-405-3230,평일: 15:00 ~ 17:00브레이크 타임(평일)매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200102_117%2F1577939698163R6cOw_PNG%2F3_wm8U2z9IG0fzOAdoxaYHdf.png
좋구먼반상 정자점,한정식,안녕하십니까.^^ 좋구먼반상 정자점입니다.한정식 전문점인 좋구먼반상은 넓은 공간을 보유하고 있습니다.최대 규모인 250석의 공간으로 60명 단체까지 수용 가능한!!...,경기 성남시 분당구 정자동,경기 성남시 분당구 내정로17번길 2,031-718-5503,매일: 11:30 ~ 22:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191016_217%2F15712142220716RWdX_JPEG%2FCFXAvKmF37dMusmEUUm4SNzF.jpg
조선화로집 용인죽전점,"육류,고기요리",,경기 용인시 수지구 죽전동,경기 용인시 수지구 용구대로2790번길 6,031-272-0220,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190923_52%2F1569202395729O8eGg_PNG%2F2kFAizs6RXQaVoZqPI9HDOwa.png
디엘프렌즈,"키즈카페,실내놀이터", 오늘 하루 공주님이 될 수 있는 특별한 시간!,부산 부산진구 부전동,부산 부산진구 중앙대로 672,051-520-3670,매일: 11:00 ~ 22:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191125_205%2F1574659853535fsKSU_JPEG%2Fkn7fAe0Na4TkzBf2WU1pMgv9.jpg
딸기가좋아 롯데몰동부산점,"키즈카페,실내놀이터","키즈카페 딸기가 좋아는 어린이들의 눈높이에 맞춘 다양한 놀이 체험, 문화 교육, 건강하고 맛있는 우리 먹거리가 어우러진 캐릭터 복합문화공간입니다.",부산 기장군 기장읍 당사리,부산 기장군 기장읍 기장해안로 147,051-901-2854,매일: 10:30 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160315_112%2F1458034075323BzMyM_JPEG%2F__.jpg
닥터밸런스 롯데아울렛 김해점,"키즈카페,실내놀이터",,경남 김해시 신문동,경남 김해시 장유로 469,055-900-2371,평일: 11:00 ~ 21:00평일: 11:00 ~ 20:00동절기 이용시간 (11월~2월)주말: 11:00 ~ 21:00금~일요일 및 공휴일,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190923_21%2F1569201424398I3IJ5_JPEG%2F1622115030.jpg
더리틀즈,"키즈카페,실내놀이터","""슈퍼맨이 돌아왔다""조하 남매편 에 나왔던 더리틀즈 키즈카페^^♡드디어 광주에도  2호점으로 오픈 합니다 ~...",광주 북구 신용동,광주 북구 첨단연신로91번길 30,062-574-0904,매일: 10:00 ~ 18:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191004_39%2F1570193777065QTpd4_JPEG%2FautfHF2pLHypAF-TB3uOhjdW.jpg
닥터밸런스 롯데아울렛 수완점,"키즈카페,실내놀이터",,광주 광산구 장덕동,광주 광산구 장신로 98,062-616-2026,평일: 11:00 ~ 21:00주말: 11:00 ~ 22:00금~일요일 및 공휴일,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190923_108%2F1569201539518UiGFF_JPEG%2F1622115030.jpg
프레리키즈카페 명륜점,"키즈카페,실내놀이터","프리미엄 키즈카페  ^^프레리키즈카페 명륜점 입니다 ![이용요금] 보호자 입장료 2천원(음료제공), 어린이 5천원(기본1시간)  추가 800원 (10분당), 과일, 김밥 외 외부음식 반입 불가...",부산 동래구 명륜동,부산 동래구 시실로 54,051-557-7942,평일: 11:00 ~ 20:00주말: 10:00 ~ 21:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20171208_38%2F15127040497658CTI9_JPEG%2FKK3eWgT8C4_Waa6_j3OOhMqH.jpg
펀펀키즈월드,"키즈카페,실내놀이터",세종시 고운동 핫 플레이스에 무더운 여름 우리 아이들과 함께 시원하게 놀 수 있는 키즈테마파크 펀펀키즈월드 고운점!,세종특별자치시 고운동,세종 고운서길 19,044-865-2452,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190507_32%2F1557202259054l0jXI_JPEG%2Fbanner.jpg
킹콩점프 내포신도시점,"키즈카페,실내놀이터",안녕하세요 킹콩점프 내포신도시점 입니다.항상 엄마와 아이를 먼저 생각하는 키즈카페가 되도록 노력하겠습니다.^^많은 이용 부탁드립니당~♥,충남 예산군 삽교읍 목리,충남 예산군 삽교읍 의향로 315,041-337-7941,매일: 10:00 ~ 20:00,
코코몽키즈랜드 수원터미널점,"키즈카페,실내놀이터",**대관 예약제 운영 안내** 1) 10:30~12:30 / 2) 13:00~15:00해당 시간대에는 예약제로만 운영되오니 ...,경기 수원시 권선구 권선동,경기 수원시 권선구 경수대로 270,031-8065-3682,"평일: 10:30 ~ 12:30대관예약-1타임(지점문의)평일: 13:00 ~ 15:00대관예약-2타임(지점문의)매일: 10:30 ~ 20:00정상영업중, 대관예약제 진행",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160225_293%2F1456366272436C4vJ4_JPEG%2F_36732865_20.jpg
점핑고,"키즈카페,실내놀이터","[점핑고란?]							아이들이 놀 수 있는 놀이시설과 카페 기능을 가지고 있는 키즈카페 입니다.							트램펄린을 주 메인으로 가상현실VR, 범퍼카, 오락기 등 각 다른 여러가지의							...",경기 용인시 기흥구 영덕동,경기 용인시 기흥구 중부대로 242,031-5182-5455,매일: 10:00 ~ 20:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180806_179%2F15335589072880pYnG_JPEG%2FxFOsqd0fcOyD3Cw35xdKoR5w.jpg
킹콩점프 구성점,"키즈카페,실내놀이터",아이들과 함께 안전하고 즐겁게 놀 수 있는 실내놀이터입니다. 언남동에 위치한 키즈카페로 실내공간만 약 90평이며 특히 트램블린 공간이 아주 넓답니다. 에어바운서가 설치되어 있어서 안전하게 슬라이드를 즐길수 있는 인기만점의 키즈카페 입니다. 커피가 맛있기로도 유명한 언남동의 카페맛집이기도 합니다. ...,경기 용인시 기흥구 언남동,경기 용인시 기흥구 구성로 88,031-283-1579,"주말: 10:00 ~ 20:00공휴일,방학기간평일: 12:00 ~ 20:00연중무휴",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190721_243%2F1563702523337Opah3_JPEG%2Fh9n7LGlKn6Ir1CNy41zL5XFy.jpg
애플트리 이마트광교점,"키즈카페,실내놀이터",,경기 수원시 영통구 이의동,경기 수원시 영통구 광교로 191,031-211-6929,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191021_214%2F157165897426771VHs_JPEG%2Fr2NWbjOrx3f7OMevGghwyQxx.jpeg.jpg
롤리폴리 용인풍덕천점,"키즈카페,실내놀이터",,경기 용인시 수지구 풍덕천동,경기 용인시 수지구 풍덕천로129번길 15,031-262-9982,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200104_61%2F1578143368900FOMl2_JPEG%2FPhWuxiHemnVYyu-GlV3tzEPS.jpg
타요키즈카페 안산고잔점,"키즈카페,실내놀이터","타요키즈카페 안산고잔점은 어린이가 직접 타요 전동차를 운전하며 교통안전을 체험 하는 카존과 각종 장애물을 통과하며 모험심을 기르는 대형 정글짐, 안전사고 방지를 위해 연령별로 운영되는 방방존과 타요 애니메이션 속 악당을 무찌르는 볼대포존 그외 짐플레이존, 그림놀이터, 편백나무 놀이터 등 다양한 놀이시설이 마련되어 있습니다.",경기 안산시 단원구 고잔동,경기 안산시 단원구 광덕대로 175,031-402-1668,토요일: 10:00 ~ 21:00일요일: 10:00 ~ 20:30홈플러스 정기휴무일 영업개시 : 11시 ~ 20시​월요일: 10:00 ~ 20:30화요일: 10:00 ~ 20:30수요일: 10:00 ~ 20:30목요일: 10:00 ~ 20:30금요일: 10:00 ~ 20:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190226_163%2F1551162726326YQRKY_JPEG%2F77.JPG
히어로플레이파크 경주점,"키즈카페,실내놀이터","히어로 플레이파크에는 용기, 자신감, 도전정신을 상징하는 네 개의 히어로 존이 있습니다. 각각의 히어로존마다 주어진 미션이 있는데, 바로 이 미션들을 통과하면 히어로가 될 수 있습니다!",경북 경주시 노서동,경북 경주시 강변로 200,054-624-0099,주말: 10:00 ~ 20:00평일: 10:30 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200229_50%2F1582985010821isw0q_JPEG%2Fbanner_gyeongju_hero_play_park.jpg
모넬로 대구수성점,"키즈카페,실내놀이터",아이들의 눈높이에 맞춘 차별화된 놀이시설과엄마들을 위한 편안하고 고급스러운 공간,대구 수성구 이천동,대구 수성구 달구벌대로 2811,053-794-4950,주말: 10:30 ~ 20:00평일: 10:30 ~ 20:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190610_180%2F1560146616332B8pRs_JPEG%2FknesuvkcbilFXc80K37MoCas.jpg
아이드로우,"키즈카페,실내놀이터","아이들의 자유 공간이예요.물감놀이실, 놀이실,엄마공간 100%예약제, 당일취소,양도불가",경북 경주시 용강동,경북 경주시 용황로7길 19,010-2269-4455,토요일: 11:00 ~ 19:00일요일: 11:00 ~ 19:00월요일: 11:00 ~ 19:00화요일: 11:00 ~ 19:00수요일: 11:00 ~ 19:00목요일: 11:00 ~ 19:00금요일: 11:00 ~ 19:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190717_88%2F1563363108686Ixxox_JPEG%2FEdurNZ4jEIetqSz9HfeSi2zH.jpeg.jpg
